"site","mean_comp_B","sd_comp_B","count_comp","count_comp_presnt","mean_cons_B","sd_cons_B","mean_DD_B","sd_DD_B","cons_present","network_ID","site_designation","site_status","Island","Side","pred_B_3root","prey_B_3root","DD_B_3root"
"ANACAPA_EAST_ISLE_E",0.118665631851065,0.556367705329799,5,4,0.143728121950861,0.340055113154609,0.0898880775240175,0.508151035475639,TRUE,5,"SMR","MPA","Anacapa","North",0.523818199697166,0.491407354591948,0.447954630961829
"ANACAPA_EAST_ISLE_E",-0.310395635758697,0.912021460805012,8,6,0.0762434113973887,0.412652290410613,-1.30166509503007,4.17092627699855,TRUE,26,"SMR","MPA","Anacapa","North",0.424034090421943,-0.677077739268876,-1.09185865166035
"ANACAPA_EAST_ISLE_E",0,0,2,1,-0.150394966700751,0.212690601620852,0.364178178006571,0.691923813320454,TRUE,36,"SMR","MPA","Anacapa","North",-0.531795225593325,0,0.714120180795862
"ANACAPA_EAST_ISLE_E",0,0,4,1,0.0782571619241687,0.156514323848337,0.572414287076502,0.642042113859851,TRUE,37,"SMR","MPA","Anacapa","North",0.427734910824091,0,0.830303410182804
"ANACAPA_EAST_ISLE_E",0.488228788590528,0.790174653646394,3,2,-0.02204198464088,1.46487231707807,-5.62125717363834,8.38527353379912,TRUE,2,"SMR","MPA","Anacapa","North",-0.280382066183972,0.787422453687688,-1.77805211038234
"ANACAPA_EAST_ISLE_E",-0.00175044757350072,0.585260817467378,11,6,0.0307524745407865,0.126359862509937,0.392220568923753,0.898443778731014,TRUE,43,"SMR","MPA","Anacapa","North",0.313299731395044,-0.120517385816958,0.731998383124566
"ANACAPA_EAST_ISLE_E",-0.184584062490079,0.466499196686389,3,2,0.39899180568284,0.408881736967471,0.301544004466532,0.541574252305728,TRUE,11,"SMR","MPA","Anacapa","North",0.736186742304067,-0.569374570480723,0.670579438195037
"ANACAPA_EAST_ISLE_E",0.103482608762031,0.238596561395205,3,2,-0.049700321197806,0.0453056228060778,0.0652626366080533,0.734774357269433,TRUE,12,"SMR","MPA","Anacapa","North",-0.36766565705812,0.469485794603672,0.402613381343386
"ANACAPA_EAST_ISLE_E",0.0646672950487963,0.239823556276914,5,3,0.0836729660902833,0.537549505717534,0.289527380553784,0.895560895180474,TRUE,23,"SMR","MPA","Anacapa","North",0.437382821128885,0.401385394186093,0.66155082248563
"ANACAPA_EAST_ISLE_E",0.0563352832725337,0.23294586154671,5,3,0.198640257481857,0.628598120505022,0.279994387572948,0.890550094901917,TRUE,46,"SMR","MPA","Anacapa","North",0.583475229046092,0.383348258050159,0.654208890908263
"ANACAPA_EAST_ISLE_E",0.0470602085680925,0.561386484429776,4,3,-0.448369396890174,1.45533688906308,-2.78781500313401,6.01939715544269,TRUE,16,"SMR","MPA","Anacapa","North",-0.765382722127486,0.361036643144946,-1.40741221833011
"ANACAPA_EAST_ISLE_E",-0.19840688847118,0.31863182359585,3,2,-0.261302332636943,0.232162791499139,0.192829870369341,0.679718288386295,TRUE,17,"SMR","MPA","Anacapa","North",-0.639314314977656,-0.58324664430499,0.577729800283154
"ANACAPA_EAST_ISLE_E",0.0562890091258593,1.31241987365332,25,14,-0.0903952986728894,0.26145724849219,-2.2614873859102,6.0783428582815,TRUE,27,"SMR","MPA","Anacapa","North",-0.448795625052161,0.383243267762766,-1.31259694733092
"ANACAPA_EAST_ISLE_E",-0.292037619650261,1.21414750041589,7,6,-0.207536833729388,1.33305178446007,-4.53435034198669,8.94602532259827,TRUE,45,"SMR","MPA","Anacapa","North",-0.592059102147914,-0.663457233282152,-1.65515380771466
"ANACAPA_EAST_ISLE_E",-0.213359514700854,0.533934991305264,2,2,0.0182345713848555,0.679462426259522,-0.154157989083929,0.176125730838186,TRUE,15,"SMR","MPA","Anacapa","North",0.2632076573464,-0.59754507547955,-0.536194076852181
"ANACAPA_EAST_ISLE_E",-0.105993057772865,0.223552111138768,3,2,-0.243790614215615,0.439639258896057,0.0954887496053164,0.635704624767859,TRUE,18,"SMR","MPA","Anacapa","North",-0.624701181285228,-0.473252017146368,0.457071422592758
"ANACAPA_EAST_ISLE_W",0.183494243016725,0.431638974262727,4,2,0.219903483643856,0.253925211026739,-1.02933587826181,2.20762540133126,TRUE,30,"SMR","MPA","Anacapa","North",0.603592780315997,0.568251792559373,-1.00968453313388
"ANACAPA_EAST_ISLE_W",0.0562546875201364,0.901792622852929,5,5,0.00390647848265795,0.765319890254614,-0.174359699152136,0.628809077128964,TRUE,5,"SMR","MPA","Anacapa","North",0.157493201791502,0.383165359133425,-0.55866144926027
"ANACAPA_EAST_ISLE_W",-0.0126300197091255,0.422469091909278,5,4,-0.0690043336771954,0.901563365664227,-0.0807458360076545,0.650358942516167,TRUE,46,"SMR","MPA","Anacapa","North",-0.410165179680679,-0.232881331806816,-0.432221843947255
"ANACAPA_EAST_ISLE_W",-0.0205296885913986,0.0781705554045248,3,2,-0.0504194364056112,0.0568910584343542,0.403207345436465,0.431293716301462,TRUE,20,"SMR","MPA","Anacapa","North",-0.369430427299465,-0.27381723915965,0.738770386393609
"ANACAPA_EAST_ISLE_W",0.0664130274647033,1.10560712720269,11,7,-0.541483205709042,1.03325080489622,-1.67179542044879,2.55598457936433,TRUE,43,"SMR","MPA","Anacapa","North",-0.815070166319745,0.404965251227273,-1.1868460181451
"ANACAPA_EAST_ISLE_W",-0.249381238680866,0.584261635068308,3,2,0.389570991399351,0.393585616837064,-0.113372148768384,0.76798362998593,TRUE,2,"SMR","MPA","Anacapa","North",0.730346361813443,-0.629440368633747,-0.48398896448267
"ANACAPA_EAST_ISLE_W",0.413784437327944,0.603930640578374,3,3,0.247003575042591,0.369368840545065,-0.302129106944851,0.220622966035549,TRUE,12,"SMR","MPA","Anacapa","North",0.627433562839722,0.745174613262428,-0.671012878740473
"ANACAPA_EAST_ISLE_W",0.118857171979784,0.452546686540904,5,4,0.859259381338416,2.46913472546844,0.151064023305842,0.702572601427903,TRUE,23,"SMR","MPA","Anacapa","North",0.950695476451584,0.49167160866834,0.532582651757521
"ANACAPA_EAST_ISLE_W",0.0532590515647266,0.289278155530705,4,2,-0.494723055918392,0.59479490825002,-1.21327079047553,2.04502879451017,TRUE,37,"SMR","MPA","Anacapa","North",-0.790898436232666,0.376239575806474,-1.06656152764525
"ANACAPA_EAST_ISLE_W",0,0,2,1,0.154748785746043,0.218847831562822,0.0699600822347633,0.80607941703192,TRUE,36,"SMR","MPA","Anacapa","North",0.536878175576771,0,0.412050175799773
